Domain Name,Record Name,Record Type,Record Value
girirajexports.in,_9aa2f0f3bc58a1ef42364b941a68c376.girirajexports.in.,CNAME,_9623c21ace49823b7cf5b2bf5f7ec4ca.mhbtsbpdnt.acm-validations.aws.
